Domain,Url,Url occurences,Common?,Domain Type
us.as.com,https://us.as.com/actualidad/elecciones-de-estados-unidos-2024-en-vivo-trump-vs-harris-encuestas-campana-electoral-y-ultimas-noticias-en-directo-n/,2,no,News
us.as.com,https://us.as.com/actualidad/elecciones-de-estados-unidos-2024-en-vivo-trump-vs-harris-encuestas-campana-electoral-y-ultimas-noticias-en-directo-n/,2,no,News
us.as.com,https://us.as.com/actualidad/esto-es-lo-que-debes-hacer-si-recibiste-una-boleta-de-voto-en-ausencia-o-por-correo-pero-quieres-votar-en-persona-n/,1,no,News
us.as.com,https://us.as.com/actualidad/esto-es-lo-que-debes-hacer-si-recibiste-una-boleta-de-voto-en-ausencia-o-por-correo-pero-quieres-votar-en-persona-n/,1,no,News
www.votetexas.gov,https://www.votetexas.gov/mobile-es/votacion/votacion-en-persona.htm,3,yes,Government
www.votetexas.gov,https://www.votetexas.gov/mobile-es/votacion/votacion-en-persona.htm,3,yes,Government
www.votetexas.gov,https://www.votetexas.gov/mobile-es/votacion/votacion-por-correo.htm,1,yes,Government
www.votetexas.gov,https://www.votetexas.gov/mobile-es/votacion/votacion-por-correo.htm,1,yes,Government
www.votetexas.gov,https://www.votetexas.gov/es/preguntas-frecuentes/index.html,1,yes,Government
www.votetexas.gov,https://www.votetexas.gov/es/preguntas-frecuentes/index.html,1,yes,Government
www.votetexas.gov,https://www.votetexas.gov/mobile-es/registrese/index.htm,2,yes,Government
www.votetexas.gov,https://www.votetexas.gov/mobile-es/registrese/index.htm,2,yes,Government
www.votetexas.gov,https://www.votetexas.gov/es/registrese-para-votar/tarjeta.html,3,yes,Government
www.votetexas.gov,https://www.votetexas.gov/es/registrese-para-votar/tarjeta.html,3,yes,Government
www.facebook.com,https://www.facebook.com/olaazulsw/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/olaazulsw/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/porquienvotogt/?locale=es_LA,1,yes,Social Media
www.facebook.com,https://www.facebook.com/porquienvotogt/?locale=es_LA,1,yes,Social Media
www.facebook.com,https://www.facebook.com/LuisAbinaderCorona/videos/formidable-encuentro-en-santo-domingo-oeste-junto-con-nuestros-candidatos-congre/299655606348837/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/LuisAbinaderCorona/videos/formidable-encuentro-en-santo-domingo-oeste-junto-con-nuestros-candidatos-congre/299655606348837/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/photo.php?fbid=818409610310474&id=100064243287115&set=a.249474190537355,1,yes,Social Media
www.facebook.com,https://www.facebook.com/photo.php?fbid=818409610310474&id=100064243287115&set=a.249474190537355,1,yes,Social Media
www.facebook.com,https://www.facebook.com/JugandoPelotaPR/videos/jugando-pelota-dura-10-16-2024/1096386048824001/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/JugandoPelotaPR/videos/jugando-pelota-dura-10-16-2024/1096386048824001/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/AdamesDagoberto/videos/graciasmilgran-caravana-de-apoyo-a-luis-abinader-y-sus-candidatos-congresuales-r/3614820805500369/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/AdamesDagoberto/videos/graciasmilgran-caravana-de-apoyo-a-luis-abinader-y-sus-candidatos-congresuales-r/3614820805500369/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/MaderaElections/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/MaderaElections/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/el-senador-charles-carrera-no-estar%C3%A1-en-la-lista-609-para-las-pr%C3%B3ximas-eleccione/1091839642276461/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/el-senador-charles-carrera-no-estar%C3%A1-en-la-lista-609-para-las-pr%C3%B3ximas-eleccione/1091839642276461/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/el-senador-carrera-grab%C3%B3-un-mensaje-para-los-militantes-del-mpp-y-dijo-que-su-no/909953617761143/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/el-senador-carrera-grab%C3%B3-un-mensaje-para-los-militantes-del-mpp-y-dijo-que-su-no/909953617761143/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/-el-senado-discute-en-sesi%C3%B3n-extraordinaria-la-renuncia-del-senador-charles-carr/1493033318058702/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/telemundouy/videos/-el-senado-discute-en-sesi%C3%B3n-extraordinaria-la-renuncia-del-senador-charles-carr/1493033318058702/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/OnceNoticiasTV/videos/-lo-mejor-del-debate-actual-est%C3%A1-en-eldesfiladero-steph_shyo-alexgonzor-y-anitac/1550619655528399/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/OnceNoticiasTV/videos/-lo-mejor-del-debate-actual-est%C3%A1-en-eldesfiladero-steph_shyo-alexgonzor-y-anitac/1550619655528399/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/univision62/videos/as%C3%AD-ha-sido-la-carrera-de-joe-biden/459740893564307/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/univision62/videos/as%C3%AD-ha-sido-la-carrera-de-joe-biden/459740893564307/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/INEMexico/videos/primer-debate-presidencial-m%C3%A9xico-2024/1111396723429810/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/INEMexico/videos/primer-debate-presidencial-m%C3%A9xico-2024/1111396723429810/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/UniversidadAustral/posts/presentamos-las-5-propuestas-que-la-universidad-austral-elabor%C3%B3-para-abordar-el-/10155839095203253/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/UniversidadAustral/posts/presentamos-las-5-propuestas-que-la-universidad-austral-elabor%C3%B3-para-abordar-el-/10155839095203253/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/FPcomunica/videos/5058f1af/938773761172183/,1,yes,Social Media
www.facebook.com,https://www.facebook.com/FPcomunica/videos/5058f1af/938773761172183/,1,yes,Social Media
www.amazon.com,https://www.amazon.com/Manual-campa%C3%B1a-electoral-Marco-Cicer%C3%B3n/dp/8424940687,2,no,Commercial
www.amazon.com,https://www.amazon.com/Manual-campa%C3%B1a-electoral-Marco-Cicer%C3%B3n/dp/8424940687,2,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/donaci%C3%B3n-colecci%C3%B3n-sugerencias-superior-agujeros/dp/B0C3NZJSNW,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/donaci%C3%B3n-colecci%C3%B3n-sugerencias-superior-agujeros/dp/B0C3NZJSNW,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Bernie-Sanders-2024-electoral-presidencial/dp/B0BT1B4GMX,2,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Bernie-Sanders-2024-electoral-presidencial/dp/B0BT1B4GMX,2,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/donaciones-reutilizable-resistente-comentarios-sugerencias/dp/B073V4LTMT,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/donaciones-reutilizable-resistente-comentarios-sugerencias/dp/B073V4LTMT,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Carrera-electoral-2024-est%C3%A1ndar-PopSockets/dp/B0DBVWLG1G,2,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Carrera-electoral-2024-est%C3%A1ndar-PopSockets/dp/B0DBVWLG1G,2,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Xos%C3%A9-Manuel-Lema-Mouzo/product-reviews/150869754X?reviewerType=all_reviews,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Xos%C3%A9-Manuel-Lema-Mouzo/product-reviews/150869754X?reviewerType=all_reviews,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Marco-Tulio-Cicer%C3%B3n/dp/8424940687,1,no,Commercial
www.amazon.com,https://www.amazon.com/-/es/Marco-Tulio-Cicer%C3%B3n/dp/8424940687,1,no,Commercial
